eyebrow,pitch
2.0709226103703884,1.4482032274790748
2.0786780679771013,1.4506516246280046
2.086433525583816,1.4499366471153028
2.094188983190529,1.4458035043840907
2.101944440797243,1.4380551186185164
2.109699898403956,1.426559179085608
2.1174553560106704,1.4112964304870443
2.1252108136173833,1.3924010893214425
2.132966271224098,1.3701849167673925
2.133181700602063,1.3450594241174583
2.11831707352253,1.3173843710730522
2.103452446443,1.2872131475841848
2.0885878193634673,1.2541395622209315
2.0737231922839374,1.2173023852681655
2.0588585652044045,1.1758422618083602
2.0439939381248746,1.1296763931648965
2.0291293110453417,1.0801226003013236
2.014264683965812,1.0296517939702912
1.9994000568862784,0.9809792057598036
1.9845354298067488,0.9364516737216234
1.969670802727216,0.8979702464933211
1.954806175647686,0.8672338483623483
1.9399415485681528,0.8461565513527777
1.9250769214886232,0.8371915423926225
1.91021229440909,0.8425851836454082
1.89534766732956,0.8633776915481752
1.87617445269074,0.8991281856010358
1.854846944272282,0.9484284108387923
1.8335194358538192,1.0091842643461229
1.8121919274353613,1.078694845134218
1.7908644190168983,1.1536508804448469
1.7695369105984404,1.2302994940491836
1.7482094021799774,1.3047735199822368
1.7268818937615196,1.3733519043306384
1.7055543853430566,1.4320105724990357
1.6842268769245985,1.4806866881648095
1.6628993685061355,1.5178859666142488
1.641571860087678,1.5402381109145875
1.6202443516692149,1.5436814907636398
1.5989168432507568,1.529972372621549
1.577589334832294,1.5029259272620756
1.556261826413836,1.4627235134930021
1.5349343179953732,1.4116182925030745
1.5349343179953714,1.3536161819668413
1.5349343179953694,1.2943570162204694
1.5349343179953676,1.2352854190698643
1.5349343179953658,1.178574881893712
1.5349343179953638,1.1263988960706899
1.534934317995362,1.080930952979485
1.5349343179953605,1.0443445439987735
1.5349343179953585,1.0188131605072384
1.5349343179953563,1.0065102938835622
1.5349343179953547,1.00960943550643
1.5349343179953527,1.030284076754526
1.3117494824243234,0.8385714309416263
1.293653414675324,0.8619436345055149
1.2755573469263204,0.8941337936365709
1.2574612791773208,0.933870587662573
1.2393652114283171,0.9798826959113061
1.2173914148759677,1.0308987977105635
1.1934787539219371,1.0856475723881311
1.169566092967912,1.1428576992717938
1.1456534320138818,1.2012578576893438
1.1217407710598568,1.259576726968568
1.0978281101058265,1.3165429864372518
1.0739154491518017,1.3710649450043475
1.0500027881977712,1.4211130674902195
1.0260901272437464,1.464587985922864
1.002177466289716,1.4996250574700325
0.978264805335691,1.5250409446207973
0.9543521443816608,1.5390992456596089
0.9304394834276356,1.539716600046975
0.9065268224736054,1.529766563730812
0.8826141615195804,1.5117951522230653
0.8587015005655502,1.4861571030711909
0.8347888396115252,1.4538881331630709
0.824448229469238,1.4179809008362816
0.8141076193269533,1.3785563179998348
0.8037670091846661,1.3330898051936024
0.7934263990423813,1.282039194485272
0.7830857889000943,1.2261842018785767
0.7727451787578095,1.1666799488884518
0.7624045686155223,1.104838530233412
0.7520639584732375,1.041880453615033
0.7417233483309504,0.9788726262308671
0.7313827381886656,0.9167311985843307
0.7210421280463785,0.8562326834497356
0.7107015179040936,0.7980205541891356
0.7003609077618066,0.7426646189725619
0.6900202976195218,0.6907276933425192
0.6796796874772346,0.6427330132557142
0.6693390773349499,0.5990858158472191
0.6624453372400904,0.5599865766106542
0.6624453372400886,0.5253529459690317
0.6624453372400867,0.4957454259650798
0.6624453372400849,0.4699535561780131
0.662445337240083,0.44524710361016795
0.6624453372400813,0.4186778086257928
0.6624453372400794,0.3895454179368404
0.6624453372400776,0.3577455434713108
0.6624453372400757,0.3234939655626479
0.6624453372400738,0.28717871012900226
0.662445337240072,0.24927417765097987
0.6624453372400702,0.21096077973129937
0.6624453372400684,0.16973474692338095
0.6624453372400665,0.12564279830682368
0.6624453372400647,0.08111787798924518
0.6624453372400628,0.04069661943680651
0.662445337240061,0.004901961978284251
0.6533973033655658,-0.025071199394662888
0.639825252553821,-0.04802796969037327
0.626253201742079,-0.06277345391719255
0.6126811509303342,-0.06811275708345617
0.5991091001185922,-0.06285098419750687
0.5855370493068474,-0.0457932402676874
0.5719649984951055,-0.01574463030233611
0.5583929476833606,0.028489740690205722
0.4235341570777517,1.37998808939005
0.4164249876049275,1.2816125153529627
